,Unnamed: 0,First,Second,Count
55771,55771,БЛЕДА,ОТПУСНАТА,2
55776,55776,част,и,2
55792,55792,ноздра,без,2
55795,55795,дишане-силно,отслабено,2
55796,55796,основа,където,2
55797,55797,чуват,дребни,2
55798,55798,и,звучни,2
55799,55799,звучни,хрипове-,2
55800,55800,в,ставната,2
55802,55802,не,реагиращи,2
55806,55806,адекватно,на,2
55808,55808,леко,напрегната,2
55809,55809,напрегната,кожа,2
55811,55811,пръснати,влажни,2
55813,55813,тонзили,със,2
55820,55820,с-е,корем,2
55821,55821,дефанс,не,2
55824,55824,от,стара,2
55825,55825,стара,операция,2
55827,55827,на,ЧД,2
55830,55830,разлика,трофични,2
55832,55832,б.о,локален,2
55833,55833,намалена,перисталтика,2
55843,55843,няма,парене,2
55844,55844,парене,мравучкане,2
55846,55846,(,проследява,2
55851,55851,(,коригирано,2
55854,55854,лигавици-без,цианоза,2
55855,55855,тегло,без,2
55856,55856,секреция,оток,2
55861,55861,мек,оживена,2
55862,55862,отоци,намалено,2
55863,55863,без,гноен,2
55866,55866,сетивност,бе,2
55871,55871,засегнатите,крайници,2
55873,55873,в,нормата,2
55877,55877,лицето,е,2
55886,55886,места,се,2
55887,55887,ситни,крачки,2
55888,55888,промени,МРД,2
55891,55891,отоци,нарушена,2
55892,55892,сетивност,няма,2
55895,55895,дефицит,на,2
55898,55898,мравучкане,липсват,2
55904,55904,топлина,по,2
55909,55909,ръб,слезка,2
55912,55912,тонове,липсва,2
55914,55914,големина,от,2
55917,55917,и,а.тиб.постериор,2
55918,55918,ЛИЦЕТО,В,2
55919,55919,бел,вляво,2
55920,55920,гънка,в,2
55921,55921,тъканта,на,2
55925,55925,няма,VOD,2
55956,55956,състояние,МРД,2
55958,55958,хипестезия,зя,2
55969,55969,възрастта,визус,2
55970,55970,от,понесена,2
55973,55973,о,вътрешната,2
55974,55974,вътрешната,повърхност,2
55976,55976,болезнена,формация,2
55977,55977,крайници,В,2
55986,55986,на,шийната,2
55987,55987,и,изгладени,2
55994,55994,и,походка-съхранени,2
55997,55997,дишане,на,2
56004,56004,периферни,патолог,2
56005,56005,спокоен,болезнен,2
56007,56007,ирис,б.о,2
56009,56009,с,раздалечени,2
56010,56010,раздалечени,прави,2
56012,56012,юмрук,над,2
56013,56013,над,пъпната,2
56014,56014,хоризонтала,лесно,2
56018,56018,без,ясна,2
56022,56022,С,очила,2
56033,56033,наднормено,отложена,2
56034,56034,тъкан,разлят,2
56035,56035,разлят,по,2
56036,56036,фланговете,спокоен,2
56041,56041,ирис,роговици,2
56042,56042,роговици,и,2
56045,56045,дъговиден,оперативен,2
56051,56051,в,поясно-кръстната,2
56052,56052,поясно-кръстната,област,2
56054,56054,ареоли,и,2
56055,56055,и,млечни,2
56061,56061,с,пулсиращ,2
56062,56062,пулсиращ,характер,2
56063,56063,симетрични,млечни,2
56064,56064,нормална,възрастова,2
56065,56065,възрастова,конфигурация,2
56066,56066,горни,квадранти,2
56072,56072,о,общо,2
56087,56087,е,видимо,2
56090,56090,напрегната,тревожна,2
56091,56091,граница,в,2
56106,56106,двустранно,Ч.В.Д,2
56114,56114,б.о,оточна,2
56118,56118,дясна,таз.става,2
56119,56119,ориентирана,и,2
56120,56120,и,спокойна,2
56121,56121,лявата,пета,2
56122,56122,двете,а.а,2
56123,56123,а.а,дорзалис,2
56124,56124,дланта,и,2
56125,56125,горни,идолни,2
56126,56126,идолни,крайници,2
56127,56127,с,изключение,2
56128,56128,изключение,на,2
56132,56132,статус,ориентира,2
56133,56133,ориентира,се,2
56135,56135,канал,и,2
56141,56141,И,ПАРАЛИЗИ,2
56143,56143,палпират,НПР,2
56145,56145,перисталтика,липсва,2
56147,56147,подвижност,ПВ,2
56148,56148,ПВ,запазени,2
56149,56149,пулсации,НПР,2
56150,56150,БЯЛО,ТЕЧЕНИЕ,2
56151,56151,хеморагия,в,2
56152,56152,пулс,НПР,2
56153,56153,НПР,СЪОТВЕТНО,2
56154,56154,СЪОТВЕТНО,ЗА,2
56155,56155,б.о,НАЛИЧИЕ,2
56156,56156,БУЧКА,В,2
56161,56161,ВД,в,2
56162,56162,дясно,със,2
56169,56169,изменения,направена,2
56170,56170,направена,на,2
56173,56173,неспокойна,споделя,2
56175,56175,синдром,ЗАТРУДНЕНА,2
56177,56177,задоволително,движи,2
56180,56180,симетричен,нормостеничен,2
56181,56181,болезнен,физиологична,2
56182,56182,симетричен,хиперстеничен,2
56186,56186,хоспитализирано,за,2
56189,56189,но,дишане,2
56190,56190,правилна,ясни,2
56191,56191,отоци,гърло,2
56193,56193,процес,ориентирана,2
56195,56195,нормален,мисловен,2
56196,56196,процес,ориентиран,2
56198,56198,ОПОРНО-ДВИГ.АПАРАТ,левостранна,2
56199,56199,налеп,БЯЛ,2
56202,56202,СПЕЦ.СТАТУС,пост,2
56206,56206,за,мастит,2
56212,56212,за,хоризонтален,2
56215,56215,без,пат.промени-обучена,2
56217,56217,в,мед,2
56218,56218,мед,част,2
56219,56219,в,дясно-стеснен,2
56221,56221,син,оперативен,2
56222,56222,мишница,предмишница,2
56225,56225,вид,лигавици-бледи,2
56226,56226,епигастриум,оперативен,2
56227,56227,мед,линия-спокоен,2
56231,56231,на,окосмена,2
56240,56240,охлузване,на,2
56241,56241,отслабени,пер,2
56244,56244,С,отдел,2
56247,56247,бронхоспазъм,един,2
56249,56249,на,плексус,2
56250,56250,отслабено,за,2
56251,56251,половина,един,2
56253,56253,син,дясна,2
56254,56254,мед,линия,2
56260,56260,повърхност,в,2
56265,56265,кръвонасядане,на,2
56266,56266,мамектомирана,дясна,2
56272,56272,и,функция,2
56273,56273,и,повърхностни,2
56281,56281,терапията,химиотерапия,2
56286,56286,мускулатура,и,2
56290,56290,състояние,отговаря,2
56295,56295,непроменена,ПЛВ,2
56300,56300,вяла,палпаторно,2
56303,56303,глезените,пресен,2
56304,56304,момента,спокойна,2
56307,56307,дясна,мекоеластична,2
56308,56308,допир,запазени,2
56310,56310,поглед,без,2
56312,56312,леко,увиснал,2
56313,56313,увиснал,ляв,2
56314,56314,ляв,ръб,2
56317,56317,граници,леко,2
56322,56322,дял,и,2
56323,56323,сочно,болки,2
56329,56329,нистагъм,без,2
56330,56330,нестабилна,пол,2
56331,56331,пол,орален,2
56332,56332,ритмична,гърло,2
56339,56339,СИН,ТАХИКАРДИЯ,2
56341,56341,дейност,честота,2
56342,56342,корем,ускорена,2
56344,56344,подробна,гинекологична,2
56347,56347,за,микционни,2
56352,56352,мек.болезнен,в,2
56353,56353,ляв,фланг,2
56367,56367,кг,ПЛВ,2
56368,56368,свиркащи,мъркащи,2
56370,56370,б.о,десен,2
56371,56371,живи,сух,2
56373,56373,с,нар,2
56375,56375,с,микционни,2
56377,56377,бяла,ЩИТОВИДНА,2
56379,56379,СПЕЦ.СТАТУС,има,2
56380,56380,статус,щит,2
56381,56381,с,нам,2
56383,56383,болезнена,очен,2
56386,56386,на,кон,2
56387,56387,кон,диплопия,2
56388,56388,диплопия,екзофталм,2
56390,56390,ЖЛЕЗИ,меки,2
56392,56392,инекция,диплопия,2
56397,56397,колона,метеоризъм,2
56399,56399,с,ХВН,2
56401,56401,палпаторно,слаба,2
56404,56404,по,болезненост,2
56405,56405,очи,ГЛАВА,2
56412,56412,личност,нормостеничен,2
56416,56416,личност,ПЛВ,2
56425,56425,подбедрица,запазени,2
56433,56433,УСТНА,ЛИ,2
56449,56449,възли,млечни,2
56456,56456,хрипове,основите,2
56457,56457,десен,дол,2
56465,56465,костите,без,2
56466,56466,мл.жлеза,за,2
56467,56467,остеопороза,гонартроза,2
56472,56472,мога,да,2
56473,56473,апарат,данни,2
56476,56476,дискове,на,2
56477,56477,поясният,отдел,2
56482,56482,лигавици,наличие,2
56491,56491,с,мускулен,2
56492,56492,мускулен,дефанс,2
56494,56494,спокойна,лека,2
56495,56495,туширане-увеличена,простатна,2
56503,56503,дясно,средни,2
56507,56507,болезнен,леко,2
56508,56508,и,съхранена,2
56513,56513,локалния,статус,2
56515,56515,лицето,следи,2
56518,56518,хирург,с,2
56519,56519,оглед,оперативно,2
56520,56520,симфизата,бледи,2
56522,56522,развитие,хармонично,2
56530,56530,ДА,БЪДЕ,2
56532,56532,лека,умствена,2
56533,56533,умствена,изостаналост,2
56534,56534,статус,шизофрения,2
56545,56545,и,сетивност-в,2
56549,56549,множество,мета,2
56551,56551,бил,и,2
56552,56552,с,некроза,2
56562,56562,по,хранопровода,2
56563,56563,хранопровода,множество,2
56566,56566,в,сигмата,2
56577,56577,стени,безболезнен,2
56583,56583,със,палпаторна,2
56589,56589,вени,тромбофлебит,2
56590,56590,рефлекси,компенсирана,2
56591,56591,очи,оток,2
56593,56593,крайниците,запазена,2
56600,56600,дясната,мама,2
56602,56602,А,с,2
56616,56616,крайниците,намалена,2
56617,56617,бледи,лека,2
56639,56639,хрипове,ОДА,2
56644,56644,добре,цветоусещане,2
56650,56650,лапаротомия,в,2
56652,56652,живи,ляво,2
56654,56654,съдове-намалени,пулсации,2
56662,56662,двустранна,загуба,2
56668,56668,в,страни,2
56671,56671,добре,VOD,2
56674,56674,вижда,образувани,2
56675,56675,образувани,колкото,2
56682,56682,рефлекси,ръст,2
56685,56685,подбедриците,трофични,2
56690,56690,СПЕЦ.СТАТУС,високо,2
56691,56691,прешлените,и,2
56696,56696,променената,кожа,2
56697,56697,кожа,се,2
56702,56702,тенденция,на,2
56703,56703,на,сливане,2
56705,56705,границата,между,2
56706,56706,кора,на,2
56707,56707,паравертебрално,около,2
56712,56712,дясно,хрипове,2
56719,56719,на,кожното,2
56720,56720,кожното,образование,2
56725,56725,лява,теменна,2
56726,56726,теменна,област,2
56730,56730,СР,в,2
56732,56732,личност,изразена,2
56750,56750,рефлекси,симетрично,2
56751,56751,симетрично,еднакви,2
